-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17657,0,0,0,0,0,0,0,0,0,0,0,0,-1.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
-0.97508,0.010983,-0.11084,-0.0012059,-0.15782,0.0027322,0.028325,0.0092489,-0.0011662,0.0022301,-0.0029383,0.00081914,0.0011243,-0.0015706,0.0062041,-0.0013374,0.0029824,-0.00072199,0.0029811,-0.0046498,0.00094015,0.00058886,-0.040823,-0.073606,-0.00063536,0.010609,0.00011106,-0.0015295,-0.001172,0.0024291,-0.001278,-0.0015361,-0.0012956,-0.59235,0.003362,0.0074485,0.032967,-0.0086891,-0.00089882,0.00098796,0.00028159,0.012335,0.01895,0.026709,0.0035435,0.0042372,0.00027011,0.0012798,0.00015631,0.058951,0.10116,0.0022649,0.0068712,0.015871,0.0002037,0.00046097,0.0029644,0.021962,0.020341,0.0011699,-0.08196,-0.00055645,-0.00099617,0.0074951,0.0068584,0.0016459,0.0014165,0.0013144,0.0011364,-0.00012442,0.00014599,0.00018647,-0.0025142,0.014282,0.0053299,0.0001898,0.0016778,0.0087025,0.0042458,0.032978,0.27952,0.00094033,-0.00016846,0.0071138,-0.17405,0.0011155,0.014778,0.00089243,-0.00044708,0.015729,-0.0017956,-0.00033996,-0.0020135,0.00036228,0.00017548,0.0015899,0.0034091,-1.0362,-0.94528,0.011687,0.0058315,-0.0025612,0.011298,-0.0019626,-0.11895,9.6726e-05,0.00022175,-0.0014637,0.019385,-0.065512,0.00041585,0.004948,0.0049407,-0.00033281,0.0088558,-0.78154,0.00087609,-0.0013779,-0.17064,-0.079288,0.0092619,-0.0026725,0.00098905,0.0060466,0.028952,-0.022308,0.0091544,-0.0015795,0.001306,-0.00037468,0.001793,-0.0015161,0.053258,0.0082674,-0.0022302,0.015248,0.5
-0.9927,-0.10391,-0.58685,0.017479,-0.00033537,0.020954,0.013503,0.026221,-0.00030955,0.059496,-0.085254,-0.021367,0.060243,-0.0052705,0.020669,0.01627,0.015544,-0.013412,0.0072005,-0.00049917,0.041706,0.01535,0.034482,-0.11788,0.016367,0.060937,0.00093661,-0.0062151,-0.09516,-0.0061235,-0.0096055,0.079535,0.013635,-0.0099943,0.034119,0.024118,0.016364,-0.99831,-0.00095704,0.0085941,0.013226,0.016222,1.4832,0.076564,0.039551,0.021103,-0.016398,-0.10316,0.022203,0.013015,0.54479,0.02486,0.0057302,0.11375,0.0313,0.057228,0.017026,0.094832,0.0048487,0.034222,-0.048454,0.019359,-0.70377,-0.0016712,0.026531,0.048294,0.043683,0.013948,0.0618,-0.00067903,0.0087454,0.044988,0.024899,0.010227,0.016556,0.056639,0.028057,0.011795,0.029384,0.031861,0.072667,0.013298,0.0041517,0.014982,-0.15051,0.029167,0.010874,0.019841,0.0047859,0.018786,0.011128,0.016352,0.015951,0.00014955,0.023804,0.019848,0.035507,-1.0038,-2.335,0.038937,0.047582,-0.0066986,0.012059,-0.0093353,0.034321,0.0025895,0.015037,0.0086188,0.029141,-0.67357,0.012759,-0.0055699,0.0072957,-0.00088714,0.040046,-0.45647,0.041581,0.057092,0.034512,0.012526,0.016109,-0.0024354,0.040505,0.05547,0.047323,-0.33921,0.023406,0.015621,0.014805,-0.013824,0.025952,0.026375,0.12751,0.028469,0.033114,0.0058554,0.345
-0.9732,-0.093504,-0.38713,0.0047881,0.034568,0.018189,0.019196,0.031323,0.010703,0.02327,-0.11161,-0.013556,0.065789,-0.013496,0.0062745,0.036324,0.075249,-0.0026755,0.030716,-0.018008,0.056626,0.043756,-0.0091857,-0.14089,0.029708,0.031651,0.035508,0.03915,-0.0036717,0.011807,0.012738,-0.073543,0.0029156,0.007937,0.010778,0.01904,0.0085314,-0.67078,0.022735,-0.0074593,0.010513,0.052854,0.74965,0.037065,0.013011,0.064711,0.012547,0.020892,0.002269,0.011405,0.42614,0.010825,0.00024767,0.024293,0.007295,0.017428,0.022824,0.060599,0.0029631,0.0062622,-0.0045249,0.027598,-0.45597,0.00085437,0.030761,0.0096406,0.068422,0.0041108,0.044696,0.024508,0.024374,0.016287,0.0211,0.033855,0.014718,0.22303,0.00042276,0.068207,-0.023282,0.028508,0.05219,0.040756,0.0044828,0.018399,-0.15538,0.031838,0.033236,0.020706,0.0046306,0.017858,-0.0040602,0.015778,0.05711,0.0195,0.0048977,0.0033707,0.0076476,-1.039,-2.2354,0.051402,0.026127,-0.01009,0.018535,-0.0096131,0.02024,0.037999,0.046379,-0.0053458,-0.0068568,-0.36816,0.013156,0.006213,0.0076649,0.042296,0.062363,-0.54492,0.01687,0.075419,0.077061,-0.008744,-0.036642,-0.0029724,0.026364,0.050608,0.046226,-0.40747,0.016323,-0.005071,0.012773,-0.0015761,0.018307,0.00029449,0.12906,-0.039091,0.018575,0.029561,0.345
-0.98252,-0.020849,-0.11191,-0.00119,-0.1302,0.00082036,0.0086133,0.0040295,-0.00072353,0.000923,-0.0083386,-0.011003,0.00082948,-0.0016193,0.004648,-0.0027053,0.0040443,-0.0080499,0.0015951,-0.0054186,0.031054,-0.0030893,-0.014442,-0.071679,-0.00069895,0.010788,-0.0008106,-0.0021098,-0.001393,0.0023107,-0.0047914,-0.0014941,-0.00068584,-0.36058,0.0012316,0.011614,0.030769,-0.057867,-0.00062559,0.003112,0.0013169,0.015896,0.01905,0.021061,0.020891,0.0032365,0.00028274,0.0083981,0.00029814,0.039351,0.16131,0.0097396,0.0049628,0.01761,0.00022949,0.0033627,0.0054943,0.019264,0.014965,0.00020597,-0.025533,0.00016978,-0.016412,0.0051101,0.013554,0.0018139,0.0045369,0.0019702,0.0047943,-0.00010111,0.00051132,0.009393,0.0048788,0.0015139,0.0021382,0.00090625,0.0019333,0.0082506,0.0045759,0.040349,0.077758,0.0016237,0.0030732,0.00609,-0.15942,0.0058258,0.014421,0.0027672,0.00065847,0.013217,-0.002696,0.0038957,-0.0013165,0.00030379,9.3365e-05,0.0021783,0.003606,-1.0342,-1.287,0.008642,0.0058384,-0.0070983,0.011115,-0.0022538,-0.096084,0.0021385,0.0050989,-0.0061107,0.014411,-0.26372,0.0048523,0.0050067,0.005608,0.0018871,0.0083017,-0.69416,0.0015864,0.0002418,-0.11012,-0.072028,0.0084163,-0.00015275,0.012,0.0086092,0.028686,-0.017848,0.03225,-0.0018847,0.018703,-0.00064691,0.0014036,0.0049787,0.048995,0.0057271,0.013203,0.0018056,0.5
-0.96921,-0.092713,-0.35038,0.015642,0.0071604,0.1145,0.060203,0.016411,0.025047,0.055789,-0.087285,0.012613,0.13939,0.048923,0.049667,-0.0084529,0.015954,0.014662,0.0010493,0.0072432,0.06586,0.012035,0.00053989,-0.18399,0.023858,0.11424,0.00067511,-0.0089343,-0.05998,0.01218,0.11907,0.06875,-0.0018386,0.14071,0.025738,0.032551,0.012367,-1.0352,0.064112,0.037799,0.033642,0.022952,1.6509,0.036245,0.065964,0.019693,-0.019714,0.054068,0.025143,0.031073,0.58281,0.025974,0.0038902,0.054457,0.00045706,0.013233,0.015515,0.098563,0.01387,0.012973,-0.20107,0.057532,-0.91457,-0.00074261,0.030316,0.065111,0.034584,0.055901,0.029902,0.024126,-0.03039,0.046306,0.14311,0.0086101,0.069753,0.030273,0.0073935,0.015529,0.066146,0.092367,0.034619,0.14824,0.031009,0.077506,-0.15505,0.013725,0.012348,0.03077,8.9014e-05,0.071121,-0.020095,0.02499,0.047423,0.00059332,0.0063357,0.067294,0.0415,-0.99658,-2.3376,0.024855,0.030978,0.086632,0.037311,0.044291,0.05109,0.042517,0.037167,-0.011533,0.021785,-0.64971,0.031321,0.039889,0.087577,0.03343,0.020429,-0.64867,0.044455,0.067958,0.034016,0.14755,0.082455,0.030339,0.032398,0.06318,0.023057,-0.32856,0.028045,-0.0025018,0.015444,0.014639,0.012615,0.031463,0.086459,-0.024264,0.047935,0.062936,0.345
-0.99676,-0.00011269,-1.0491e-05,-0.0016494,-0.096632,-0.00021784,8.3025e-05,-0.0001305,1.6621e-06,-0.00016626,-0.00087325,-0.00031714,-1.2348e-05,-0.0015746,2.4041e-05,-0.00077084,-1.1651e-06,-0.00070109,3.812e-05,-0.00016678,-0.00019858,-0.00075897,-0.10021,-0.00081569,-3.817e-05,-0.00071627,4.9058e-06,-0.0013221,-0.00065541,-0.00094042,-5.715e-06,-0.00011076,-0.00058571,-0.88668,6.0262e-06,0.00043705,-9.5837e-05,-4.3549e-05,-0.00067616,-0.00031747,-5.7838e-08,0.00015296,1.7762e-06,0.00015601,0.00047699,-9.9609e-05,4.1148e-07,-0.00095728,4.5172e-06,-0.00026831,-0.001776,0.00017592,-0.00023571,-6.8267e-05,-3.682e-07,-0.00041144,0.0011159,-0.00027135,-0.00022045,-0.00011538,-0.040206,-0.00015832,5.1937e-05,-0.00019501,-0.00065046,-0.00012369,-0.00029412,-9.778e-05,0.00033589,-6.3831e-05,7.9362e-05,-9.794e-06,-2.6822e-05,-2.0548e-06,-0.0001581,-0.00037535,-8.9851e-07,8.9858e-05,0.00030749,7.9706e-05,0.2052,0.00018363,-0.0004203,-6.063e-05,-0.17614,-3.0575e-05,6.3934e-05,0.00074978,-0.00088035,0.00045359,-0.00014979,-0.00050193,-0.00044532,-1.8543e-06,0.00012109,0.00047102,3.4397e-05,-1.0361,-0.0005563,-0.0004225,-0.0002172,-2.4183e-05,0.0014754,-0.0020349,-0.38278,-1.3677e-05,4.6514e-06,-0.00039461,5.3787e-05,-0.00070564,-2.6224e-06,-0.00047276,1.7062e-05,-0.00091478,-0.00028908,-0.86166,0.00022484,-0.00051471,-0.054973,-0.21098,-7.8427e-05,-0.0025993,2.2068e-05,-0.0012699,0.00017023,-0.00027734,8.2696e-06,-0.00099869,-0.0015062,-0.0011974,6.2983e-05,-0.00040172,3.9691e-05,-0.00114,0.00013834,-0.00047376,0.5
-0.9927,-0.10391,-0.58685,0.017479,-0.00033537,0.020954,0.0066671,0.015479,-0.00030955,0.059496,-0.088427,-0.021367,0.060243,-0.0052705,0.020669,0.0057724,0.070231,-0.013412,0.0023176,-0.0026964,0.052448,0.01535,0.077451,-0.11788,0.016367,0.060937,0.016562,-0.0062151,-0.09516,-0.0061235,0.052895,0.079535,0.013635,-0.017319,0.025085,0.024118,0.016364,-0.97488,0.0097851,0.0085941,0.013226,0.016222,1.4832,0.09878,0.043457,0.031845,-0.016398,0.021837,0.030992,0.019851,0.53137,0.014118,0.0076833,0.0043745,0.043995,0.048439,0.028744,0.094832,0.0048487,0.020062,-0.049431,0.031566,-0.68912,0.029579,0.037273,0.062943,0.053204,0.049104,0.067659,0.050102,0.0087454,0.044988,0.024899,0.014133,0.016556,0.056639,0.042705,0.011795,0.029384,0.031861,0.077794,0.0084148,0.0041517,0.014982,-0.08801,0.029167,0.010874,0.10676,0.0047859,0.018786,0.011128,0.025141,0.0047203,0.00014955,0.02063,0.019848,0.025742,-1.0038,-2.335,0.028439,0.047582,-0.0066986,0.00058401,0.0062897,0.029439,0.0025895,0.015037,0.042798,0.029141,-0.67357,0.016666,0.02275,0.0072957,-0.00088714,0.040046,-0.45647,-0.020919,0.057092,0.027676,0.012526,0.019039,-0.0024354,0.040505,0.11406,0.047323,-0.33701,0.030242,0.0026815,0.014805,-0.0060113,0.025952,0.026375,0.14118,0.05386,0.033114,0.010738,0.345
-0.98606,-0.046028,-0.64443,-0.0036178,0.0087909,0.0048062,0.0086899,0.024161,0.022193,0.029537,-0.10187,-0.013885,0.04469,-0.05019,0.1229,-0.0029355,0.020912,-0.019476,0.0088283,0.012752,0.15814,0.00073982,0.043237,-0.15876,0.0037611,0.17554,-0.0053671,-0.0086697,-0.067261,0.019048,0.004688,-0.052533,-0.0037157,-0.038359,0.023111,0.038586,0.010982,-0.84478,-0.058008,0.019959,0.011798,-0.078684,1.3813,0.018786,0.030214,0.056019,-0.020128,0.016906,0.055212,0.065697,0.64689,0.043522,0.01598,0.034518,0.01719,0.043156,0.017405,0.096837,0.031078,0.019695,-0.041099,0.030038,-1.0104,0.0049365,0.03412,0.043778,0.014,0.023844,0.02228,0.012821,0.058701,0.048623,0.024348,0.011301,0.025908,0.070629,0.016725,0.045226,0.016225,0.069281,0.028484,0.061557,0.0088128,0.0081411,-0.15212,0.02075,0.063396,0.05049,0.006084,0.049676,-0.0064957,0.022437,0.00081586,-2.9598e-05,0.011743,0.014243,0.017393,-1.0335,-2.3486,0.015459,0.030429,0.012729,0.034935,-0.0029245,0.024741,0.040395,0.035435,-0.017854,0.02591,-0.80769,0.010322,-0.002795,0.041182,0.090056,0.025531,-0.7446,0.037928,0.07919,0.010529,-0.003691,0.022074,-0.0043268,0.035129,0.029498,0.0098613,-0.31675,0.04957,0.022782,0.010431,0.00013464,0.021535,0.034736,0.11657,-0.023303,0.028005,0.022299,0.5
-0.97481,-0.087889,-0.31982,0.0403,0.049933,0.064829,0.018043,0.029443,0.087166,0.021873,-0.1049,-0.012742,0.061839,0.04239,0.0058977,0.034143,0.070731,0.041546,0.028872,-0.016927,0.053226,0.054897,-0.0086342,-0.13243,0.027924,0.029751,0.033376,0.0368,-0.0034512,0.011098,0.011973,-0.069127,0.022017,0.0074604,0.01013,0.017897,0.0080191,-0.63051,0.021369,-0.0070115,0.0098821,0.049681,0.70464,0.03484,0.039768,0.060825,0.011793,0.019638,0.0021328,0.01072,0.40055,0.010175,0.0002328,0.02926,0.006857,0.016381,0.021454,0.056961,0.0027852,0.0058862,-0.0042533,0.037874,-0.4286,0.00080307,0.028914,0.0090618,0.064313,0.062611,0.042013,0.023036,0.044941,0.015309,0.019833,0.031822,0.013834,0.20964,0.059145,0.034738,-0.0071974,0.026796,0.049056,0.038309,0.0042136,0.017294,-0.15666,0.029926,0.031241,0.070867,0.0043525,0.016786,0.01087,0.035025,0.053681,0.018329,0.017455,0.0031683,0.0071884,-1.0368,-2.1012,0.070346,0.024558,-0.0094839,0.017422,-0.0090359,0.019025,0.035717,0.080311,-0.0050248,-0.0064451,-0.34606,0.012366,0.0058399,0.0072047,0.039756,0.084321,-0.5122,0.040641,0.081906,0.072434,-0.008219,-0.034442,-0.002794,0.024781,0.047569,0.064562,-0.36281,0.015343,-0.0047665,0.012006,0.015041,0.017207,0.0002768,0.12131,-0.036744,0.017459,0.027786,0.345
-0.98323,-0.095038,-0.37102,0.040844,0.0014019,0.066661,0.013789,0.024476,0.069425,0.030741,-0.070714,-0.012112,0.06368,0.074995,0.017739,0.017417,0.050024,0.019069,0.028906,-0.014171,0.045497,0.045816,0.0078342,-0.19595,0.031283,0.051554,0.007532,0.036609,-0.033064,0.015425,0.0053734,-0.033016,0.011138,-0.030945,0.03376,0.02056,0.005638,-0.25437,0.019621,0.012731,0.011634,0.023127,0.65217,0.05867,0.014674,0.019989,0.0050359,-0.013659,0.0071697,0.011183,0.42696,0.011998,0.0007129,0.059983,0.011046,0.024505,0.021343,0.074783,0.0034973,0.0096996,-0.027953,0.019009,-0.471,0.0028261,0.023018,0.036575,0.030902,0.029773,0.045464,0.022006,0.03177,0.011284,0.035861,0.010544,0.012683,0.17622,0.038899,0.02849,-0.0076389,0.026667,0.046649,0.018789,0.0047929,0.023083,-0.16356,0.026858,0.010222,0.063158,0.016229,0.010142,0.0014421,0.035429,0.01505,0.0043523,0.0067445,0.003845,0.023635,-1.0141,-2.1816,0.069486,0.028029,0.0079867,0.012855,-0.0085386,0.037799,0.030976,0.028425,-0.0045869,0.0082475,-0.39563,0.022332,0.003851,0.0074461,0.014386,0.049564,-0.4013,0.042449,0.037056,0.053683,0.0012528,-0.017079,0.00087254,0.021533,0.049272,0.062272,-0.305,0.022417,-0.0024317,0.012699,-0.0051253,0.020067,0.013495,0.077858,0.0082466,0.023115,0.031008,0.345
-0.96906,-0.1042,-0.57241,-0.0011743,0.076424,0.019766,0.0090102,0.059854,-0.00031647,0.021626,-0.084198,-0.018458,0.027794,0.010521,0.026493,-0.0065137,0.06196,-0.018868,0.0031505,0.020552,0.05203,0.013967,0.020955,-0.13558,0.015555,0.075047,0.0099194,0.058278,-0.071239,-0.0061098,-0.0076564,0.036644,0.026666,-0.017583,0.023358,0.020513,0.060228,-1.1216,-0.0012413,0.014004,0.014853,0.016725,1.7,0.038706,0.022228,0.063965,0.010347,0.042425,0.040215,0.012626,0.34163,0.01411,0.040118,0.033555,0.062568,0.056042,0.019024,0.094992,0.0047304,0.014139,-0.051829,0.011034,-0.77574,-0.0016607,0.043947,0.058157,0.050998,0.0061583,0.050492,-0.0014331,-0.053794,0.027781,0.041581,0.010229,0.01557,0.03304,0.018814,0.012032,0.099957,0.03299,0.068908,0.0086084,0.0040862,0.012536,-0.15006,0.030579,0.010905,0.03463,0.0047556,0.037502,0.00059425,0.012307,-0.00065037,0.031428,0.026356,0.025736,0.019049,-1.0302,-2.3644,0.083375,0.050089,0.11742,-0.012505,0.018491,0.021767,0.036166,0.016893,-0.0019738,0.01514,-0.62655,0.0092189,0.015868,0.053664,0.013509,0.046057,-0.50284,0.04124,0.068311,0.021279,0.012355,0.012378,-0.0096841,0.15396,0.067914,0.065539,-0.30093,0.05456,0.0014796,0.042899,0.0068191,0.098353,0.10978,0.12571,0.023738,0.098149,0.033635,0.345
-0.97535,-0.0093822,-0.64757,-0.0033316,0.063866,-0.0003159,0.064021,0.016283,0.011227,0.02954,-0.041085,-0.016607,0.061682,-0.078911,0.076644,0.0036632,0.022946,0.012959,0.010972,0.035041,0.17084,-0.014439,-0.015187,-0.051659,0.02409,0.13038,-0.0054716,-0.012302,-0.15131,0.022287,0.01355,-0.056661,-0.0075789,-0.019383,0.020774,0.058992,0.010191,-1.4232,-0.003675,0.080658,0.065388,-0.10587,1.8676,0.019149,0.030042,0.062453,-0.024304,0.017266,0.06389,0.097514,0.66857,0.05912,0.025404,0.024791,0.016092,0.028194,0.017579,0.099736,0.02187,0.052079,-0.038464,0.01056,-1.0018,0.00036008,0.026595,0.0093557,0.015066,0.020606,0.022431,0.0061527,0.052996,0.014611,0.026075,0.010204,0.029925,0.035329,0.00024514,0.05245,0.04296,0.082914,0.028438,0.090894,0.0051,0.0054949,-0.14938,0.022536,0.069075,0.033463,0.0054611,0.036786,-0.0057345,0.015724,0.030019,0.032131,0.017911,0.0060111,0.027385,-0.96294,-2.3747,0.0050237,0.030945,0.050783,0.071043,-0.0086851,0.024833,0.061457,0.0063537,-0.012919,0.01967,-0.84252,0.013963,0.0075405,0.049924,0.12819,0.048593,-0.78389,0.027454,0.11246,0.01114,0.021938,0.059885,-0.0026527,0.051343,0.048858,0.067487,-0.31517,0.05208,0.044304,0.031418,-0.00087932,0.044705,0.060048,0.09663,0.0016678,0.064267,0.030354,0.5
-0.98302,-0.10078,-0.23079,0.0029902,-0.014788,0.016273,0.0053334,0.0099167,-0.00070997,0.0036708,-0.060668,0.009642,0.0093369,-0.0012625,0.0023884,0.066458,0.015482,-0.0045487,0.0089558,-0.010979,0.025788,-0.0011637,-0.0229,-0.21148,0.019834,0.058507,-0.0026969,-0.0048584,0.0053849,0.0087065,-0.0027053,0.0069496,0.004627,-0.12293,0.0092869,0.015233,0.027836,-0.084363,0.0062009,0.0070194,0.019134,0.025217,0.20756,0.02118,0.027029,0.005196,0.024773,0.018137,0.026466,0.026819,0.28915,0.011036,0.020583,0.030854,0.0045693,0.02101,0.013989,0.048532,0.028986,0.00106,0.014509,0.0044201,-0.28953,0.003362,0.038018,0.044943,0.016928,0.0085998,0.023157,0.00047233,0.042631,0.10341,0.030175,0.0063427,0.013046,0.023701,-0.001993,0.016612,0.022196,0.019691,0.03488,0.005714,0.0034506,0.018856,-0.15622,0.012352,0.014265,0.0070022,-0.00041607,0.021479,0.0051973,0.037872,-0.00075562,0.010847,0.0016118,0.02713,0.015066,-1.0166,-1.9437,0.015552,0.036091,0.0059603,0.023985,-0.0016403,-0.027196,0.00083934,0.025782,0.0097539,0.0040737,-0.2199,0.011552,0.014662,0.010459,-0.0048321,0.016749,-0.29859,0.01567,0.041157,0.030104,-0.061065,0.0040093,0.0049259,0.0082867,0.021576,0.062006,-0.1621,0.032894,-0.0045075,0.022036,-0.002394,0.0048456,0.00095242,0.049619,0.0058376,0.014741,0.0065536,0.345
-0.95109,-0.015913,-0.64805,0.0023546,0.0025821,0.0066642,0.0089851,0.026331,0.011678,0.015112,-0.1204,-0.011287,0.040694,-0.047583,0.044282,-0.010326,0.020654,-0.024188,0.0059312,0.0080064,0.098362,-0.010139,0.024339,-0.26858,0.012393,0.11769,-0.0052265,-0.011329,-0.074266,0.0015478,8.6995e-06,-0.061978,-0.0058718,-0.011428,0.015864,0.044126,0.017192,-0.94408,0.0024832,0.05253,0.020787,-0.08797,1.2087,0.018393,0.067374,0.030385,-0.01106,0.016242,0.018029,0.025169,0.66472,0.024875,0.0033205,0.037057,0.018741,0.032295,0.019826,0.090542,0.02758,0.054403,-0.05313,0.015232,-0.95068,0.0070339,0.037951,0.043864,0.020215,0.032895,0.021584,0.006772,0.065862,0.057449,0.028584,0.011861,0.021816,0.0071844,0.017529,0.041922,0.014141,0.059476,0.031075,0.050712,0.016416,0.012479,-0.1582,0.017483,0.033433,0.041782,0.0064916,0.02751,-0.0061765,0.027648,-0.00035922,0.00027761,0.0051153,0.017444,0.018875,-1.0165,-2.3677,0.025455,0.033191,-0.0024481,0.0095937,-0.0073404,0.025982,0.02234,0.021934,-0.019042,0.019851,-0.82597,0.010762,-0.004851,0.01758,0.099024,-0.0054506,-0.76629,0.026305,0.078685,0.030399,-0.021375,0.0089862,0.0057686,0.057679,0.023461,0.019883,-0.32043,0.038829,0.022849,0.0076687,-0.0078063,0.021126,0.0095732,0.089434,-0.026438,0.028136,0.0099408,0.5
-0.98433,-3.7464e-05,4.3847e-05,-3.8332e-05,4.3847e-05,-3.882e-05,4.3847e-05,-4.0029e-05,4.3847e-05,-4.3847e-05,4.3847e-05,-4.3847e-05,3.43e-05,-3.633e-05,0.12502,-7.4472e-06,8.5128e-06,1.5583e-06,-6.8308e-06,0.015625,-1.8673e-05,-2.1937e-05,-2.9124e-05,-3.071e-05,-3.377e-05,-3.4745e-05,-3.9828e-05,-3.8107e-05,-4.3847e-05,-4.3847e-05,-4.3847e-05,-4.3847e-05,-4.2751e-05,-3.3014e-05,3.5892e-05,1.34e-06,3.2451e-05,2.5134e-05,2.9076e-05,3.02e-05,2.3964e-05,3.2583e-05,1.2345e-05,3.4811e-05,8.2507e-06,3.4789e-05,-4.2118e-06,3.2453e-05,-1.2558e-05,3.0315e-05,-2.1537e-05,2.8753e-05,-2.8462e-05,1.4493e-05,7.3726e-06,0.062533,6.5868e-06,3.9791e-05,5.5153e-06,0.011763,4.7936e-06,4.3847e-05,4.0523e-06,-1.8659e-05,5.3187e-06,-0.12499,5.83e-06,3.897e-05,7.2129e-06,3.368e-05,8.5882e-06,1.2401e-05,3.1442e-05,-1.8563e-05,2.9435e-05,-4.6725e-06,2.7325e-05,-4.6639e-07,2.3513e-05,-8.1972e-06,2.6431e-05,-2.2427e-05,2.9115e-05,-2.577e-05,-0.17657,-6.0728e-06,-1.1414e-05,4.9517e-08,-1.7363e-05,-4.0935e-06,-2.1015e-05,-1.6601e-05,-1.756e-05,-2.2789e-05,0.042958,-1.9744e-05,4.5685e-06,-1.0333,-5.6183e-06,-4.3847e-05,-1.4329e-06,-4.3847e-05,1.8179e-06,-4.3847e-05,4.5094e-06,-4.3847e-05,-0.24999,-4.3847e-05,5.231e-06,-3.6842e-05,1.6986e-05,1.7742e-05,8.6646e-06,2.2844e-05,3.3863e-06,2.3231e-05,-1.335e-06,2.3096e-05,-5.6869e-06,1.7279e-05,-4.8724e-06,-0.093787,-1.0919e-06,-4.3847e-05,1.562e-06,-4.3847e-05,4.1753e-06,-4.3847e-05,1.5267e-05,-3.2434e-05,7.647e-06,2.4648e-05,3.0221e-06,2.5074e-05,-1.3128e-06,2.492e-05,0.5
-0.97535,-0.0093822,-0.64757,-0.0033316,0.063866,-0.0003159,0.064021,0.016283,0.011227,0.02954,-0.033273,-0.016607,0.061682,-0.078911,0.076644,0.0036632,0.022946,0.012959,0.010972,0.035041,0.17084,-0.014439,-0.015187,-0.051659,0.02409,0.13038,-0.0054716,-0.012302,-0.15131,0.022287,0.01355,-0.056661,-0.0075789,-0.019383,0.020774,0.058992,0.010191,-1.4232,0.047106,0.080658,0.065388,-0.10587,1.8676,0.019149,0.030042,0.062453,-0.024304,0.017266,0.06389,0.097514,0.66857,0.05912,0.025404,0.024791,0.016092,0.028194,0.017579,0.099736,0.02187,0.052079,-0.038464,0.01056,-1.0018,0.00036008,0.026595,0.0093557,0.015066,0.020606,0.022431,0.0061527,0.052996,0.014611,0.026075,0.010204,0.029925,0.035329,0.00024514,0.05245,0.04296,0.082914,0.028438,0.090894,0.0051,0.0054949,-0.14938,0.022536,0.069075,0.033463,0.0054611,0.036786,-0.0057345,0.015724,0.030019,0.032131,0.017911,0.0060111,0.027385,-0.90044,-2.3747,0.0050237,0.030945,0.050783,0.071043,-0.0086851,0.024833,0.061457,0.0063537,-0.012919,0.01967,-0.84252,0.017869,0.0075405,0.049924,0.12819,0.048593,-0.78389,0.027454,0.11246,0.01114,0.021938,0.059885,-0.0026527,0.051343,0.048858,0.067487,-0.31517,0.05208,0.044304,0.031418,-0.00087932,0.044705,0.060048,0.09663,0.0016678,0.064267,0.030354,0.5
-0.99609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17657,0,0,0,0,0,0,0,0,0,0,0,0,-1.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
